"responseID","sentenceID","rating"
"R_3oZtFtT6BeWi6WU","1002","2"
"R_1GPvKXmrpMP7xTA","1002","4"
"R_2uUiSjzEuMRI6Ev","1002","1"
"R_1EfYcgN4xLDPsFc","1002","2"
"R_2dsdzS6EsPV2A0H","1002","1"
"R_u1VMqQ3uKCDnQZP","1002","1"
"R_3OdAI8tnBuI3XYi","1002","3"
"R_0CDr7P0vKuBYv4t","1002","3"
"R_1etwv5AZ7ozU2Jk","1002","2"
"R_XsQIeTboReW3FPX","1002","5"
"R_1jDEAXtBwIJkLqE","1002","2"
"R_3HiT7D1L648rti4","1002","1"
"R_1obbRUQYJWrXJMY","1002","3"
"R_2YPPKOGNWUXxFWw","1002","1"
"R_332AoBK6avN5Txe","1002","2"
"R_XmF69Xr71VxELxn","1002","2"
"R_21ADRygZkE7SlCA","1002","5"
"R_3JE1ZeC8kTXY8mc","1002","3"
"R_3g4TD9YcrtnIEtT","1002","5"
"R_3MT2X1h3xVQB6NS","1002","2"
"R_NX7T7ijJlJ5367v","1002","2"
"R_2f8oUpvWg7k9rbx","1002","1"
"R_3Dpf8e6IhmJkkVm","1002","2"
"R_3fMBpXqOuyWJccX","1002","4"
"R_1oATH74eFAZ6lIZ","1002","1"
"R_3CPzsyqj0sKePt5","1002","2"
"R_1osQSzdbbPz4fky","1002","1"
"R_1IopSYIAuiQkB2l","1002","1"
"R_3IbBsOtZBBWjK6Z","1002","2"
"R_3JXeX3d6ise92aR","1002","1"
"R_AcCQQ41zFMaTeKZ","1002","5"
"R_2X6Scd6cNsmtV8G","1002","1"
"R_334gCWcccsemM9c","1002","1"
"R_1dnJd4c0W7VVm9v","1002","3"
"R_3NQm2aS9DPhs6n0","1002","4"
"R_2YVZJkABEUp6PCJ","1002","1"
"R_1Fktq2MMTFNitdW","1002","1"
"R_2zuUuXfdMdYHqwp","1002","4"
"R_1MXlgLM7kxeqSEK","1002","1"
"R_vAWAHHx1p0UDiJb","1002","4"
"R_3kzAHB9lKpLE7v0","1002","4"
"R_2X6eKtzENG9EjUY","1002","5"
"R_3D0AUyAQ7BbGKcD","1002","1"
"R_3s18Tr9f2W760K2","1002","1"
"R_27qxFlK3uWGdo4N","1002","2"
"R_bBZXRkcLWHKpIVb","1002","4"
"R_CleNcgiarzzdMyt","1002","1"
"R_1Fgo9XD1koooaMS","1002","2"
"R_2febCqQEI3Xsosy","1002","2"
"R_3HStVsf1o0xsfIL","1002","1"
"R_24CVuWXrm6ePKh2","1002","3"
"R_3kcU2wE08LrqN1I","1002","2"
"R_1pWf1CoEgMLvAMm","1002","1"
"R_3KByVWZAPNrFlIG","1002","2"
"R_3HNssWxJQ4vBnqp","1002","1"
"R_2ylRO9TsHwb3Luw","1002","1"
"R_plQUqBAUNGdiBXz","1002","4"
"R_3iDXaPNegENpw57","1002","2"
"R_RJQyFk7yTLlB00V","1002","4"
"R_2uwLQLsmEWnD1Kx","1002","2"
"R_ykDuNuiBF3jROHD","1002","4"
"R_3J3nIMm3g4jvvol","1002","2"
"R_T4X6sDzer1eo2XL","1002","2"
"R_3018Bx5l2iGSVPn","1002","2"
"R_3sdm6H64xIOs0Yq","1002","5"
"R_3KOspk4d432PF8Q","1002","2"
"R_QaZU56w8axo9m1j","1002","3"
"R_3P6LD5NtNOkyekQ","1002","4"
"R_0UtO5iTQXZeejTj","1002","1"
"R_A6QBTnL5RwzmueB","1002","2"
"R_2wcpP6ZXn293cgy","1002","5"
"R_10MfbmYqcpEl9ao","1002","1"
"R_720QXcVEa8Bzkhr","1002","1"
"R_3PnHIiwAo4uBZMw","1002","4"
"R_23WtaExRS5YEwtr","1002","2"
"R_d1fTQ31HhxtQkJX","1002","3"
"R_2YFGyLoiPlGVVUc","1002","1"
"R_2EFw5rdCxFZJt7S","1002","1"
"R_3KqNkmLJILw4wc4","1002","2"
"R_1juZMskbjYT5I1n","1002","1"
"R_2zHNCQjV2tVCzQ0","1002","5"
"R_1hLIg2gEfAOlXrO","1002","2"
"R_6QmxJwWNQOUjyr7","1002","5"
"R_1mWyOxMibxRK1oA","1002","1"
"R_1NFHFG7DrAUVA5W","1002","1"
"R_1o1n0rKjJDy6V72","1002","3"
"R_1NCF8RKSzIia20C","1002","4"
"R_3M51YEbPOCjXhKl","1002","2"
"R_1PUj1JpQgdAOwVX","1002","5"
"R_2q274uKCHOwWeZt","1002","2"
"R_1reJY0CHUSfoqe7","1002","2"
"R_1KeVO5SuRH53vLU","1002","1"
"R_SPf2B0NNluTl45P","1002","2"
"R_3nvbW2u3Zls024B","1002","1"
"R_2uWXlYjCW2hSixv","1002","1"
"R_2aIHhk7DZmz70Az","1002","3"
"R_3DdpNXeUoFgbGuB","1002","1"
"R_21Btco1uFgf9Agg","1002","2"
"R_2rouqBCCK1Nh3Ja","1002","5"
"R_pEK4Nsj0OUeK7pD","1002","5"
"R_2SpqcuCvTV6nuvh","1002","2"
"R_bKQdI4HLF8Y7SSd","1002","2"
"R_1jHdDwplWLCG9ga","1002","2"
"R_ZmyRxQr92iMh7Vv","1002","1"
"R_3RgEh9PDgjkESFL","1002","5"
"R_29gnt3nbhP0r7Gb","1002","5"
"R_302xhW5RxcAZO7I","1002","2"
"R_31Z37XW3Pmke7AY","1002","2"
"R_2TRieDIkkI7CvjT","1002","4"
"R_10oT3wRXbHkqjNv","1002","3"
"R_1oihskkMC7j7ggj","1002","1"
"R_xoAFpyaalXWLfoJ","1002","2"
"R_2amNB8A7OEOP1b0","1002","5"
"R_PU4GR8r6o311NjX","1002","2"
"R_2BfdD1B6D1D0y8h","1002","1"
"R_3ffVBdfhE3gk7mc","1002","1"
"R_1mkLv1k2Qw8MNZ7","1002","2"
"R_2c2h1fIaLXf3O5W","1002","5"
"R_3qgoMKTWyLYoSDH","1002","1"
"R_2tA23zn0KisZC6q","1002","1"
"R_2yllC1H8eMU6FQ9","1002","3"
"R_1GJMgGCTd8vKaX0","1002","5"
"R_2w64OO7a1Lrmp86","1002","4"
"R_2ZOdSoBZM9S1xUM","1002","2"
"R_1JPm1LfjBflEJ71","1002","2"
"R_XCb3VJ3n2KLcZXP","1002","2"
"R_z9mRethkbzmhL1f","1002","1"
"R_2zkmksdIC1Did10","1002","5"
"R_4ZbpRysX9qzuNQB","1002","5"
"R_1LtVIJulhB6ED8E","1002","5"
"R_3EbSpy95yYh6pLW","1002","2"
"R_1Qa2xsIdqXbvS5Y","1002","3"
"R_R35jyIdkOU53QYN","1002","3"
"R_0qDApSgDuQuAqYB","1002","2"
"R_PZplHLsyZZPWckV","1002","2"
"R_1INoBpkCLSdtvir","1002","1"
"R_bdblme87jTKCoZb","1002","1"
"R_1LtkkwSAs1nPY0P","1002","5"
"R_ZqTIDO5T8GcQsuJ","1002","2"
"R_Ui1toCBCknLi3fj","1002","1"
"R_3jVQ2jtij72MLsp","1002","2"
"R_3MLQN46lGf7QYEi","1002","1"
"R_1HhLuvCZhQ3KzQz","1002","1"
"R_3PcwyING2UxHWoB","1002","4"
"R_2eVv9wCVfD0PM41","1002","5"
"R_1DqZCuy6aFYgkgA","1002","5"
"R_1JOCQoJ54aeGl61","1002","1"
"R_eQJM07eVzD1O45r","1002","4"
"R_2aFJs7e3DTSA7HL","1002","2"
"R_3lrka5ni2AjsREN","1002","5"
"R_3HFX0zcTCu2GwCE","1002","4"
"R_ZlQEPG6vXejflzX","1002","1"
"R_puP94VAqdOSixc5","1002","1"
"R_2D2n326U9k6JjH2","1002","2"
"R_xz1Cf5ukCi5fbVL","1002","3"
"R_3hgypZomXi1jvwI","1002","2"
"R_3j3fLUvH4y24FXF","1002","2"
"R_T5Bp4TLsRqCE1xv","1002","2"
"R_1rjIJlwmmcYRNXx","1002","1"
"R_AncTYLBPnw6AAWB","1002","1"
"R_2c5ef7951ACp2jU","1002","2"
"R_30jX1VIeha4CXmo","1002","1"
"R_ewVeY2Q9KeagVwZ","1002","1"
"R_2OTnkMSTq8Ej25x","1002","3"
"R_pKLTml1MXkbbjKV","1002","1"
"R_2COlyH7uC6Z7wj6","1002","1"
"R_2CpulxYjWrdTh68","1002","2"
"R_1KjnCFaRQRlXMRU","1002","2"
"R_25ZQlFuGEcBWHPf","1002","4"
"R_O1eIAWf8suNYavD","1002","2"
"R_2ffIzwR9ZnZ2IQc","1002","1"
"R_2y7Kk28Z6OWzfiB","1002","2"
"R_2zTis3OiqXO2WXT","1002","5"
"R_yJF1ZwPB0pyDdrX","1002","2"
"R_Pz9RkkiKT2iRUml","1002","3"
"R_2xLUDvXhBlrvMPQ","1002","2"
"R_3rZCWcCkAShJOW7","1002","1"
"R_2f1CcgzJRYvvvMc","1002","1"
"R_1dnQatZMinm3ux2","1002","2"
"R_2aWUubyTXVLfqBn","1002","1"
"R_1mtw4LkIV2CTjZW","1002","1"
"R_XiFRNrNGzV6WiIx","1002","4"
"R_2WHlJ8VnHRYZhOc","1002","2"
"R_8Hys3wPGPyUcES1","1002","3"
"R_WpOiACjZapJGsmt","1002","5"
"R_3Pe0fq9RXwm4vhZ","1002","2"
"R_3MJC2mmZ19tiahg","1002","2"
"R_Dvp0l7uKEPxIDGF","1002","1"
"R_1QnMqLHGSgAxtq9","1002","1"
"R_2ToqH1TqzkjxTgH","1002","1"
"R_DAzEGZvTbgOf0KR","1002","3"
"R_1jsaiKtflfUHQV4","1002","1"
"R_1f1JCrXbVGW7rWV","1002","1"
"R_3JCTaaa2WkcWa39","1002","3"
"R_3dQfvzDfV2VVgeF","1002","3"
"R_1mhpcW6QvuYkD92","1002","1"
"R_1rwxuDhdMQscXSF","1002","5"
"R_RCrYm2dqwM0BQQ1","1002","5"
"R_3j6ZnwUQwJO77wq","1002","3"
"R_1hR6mT0b2RBwb5R","1002","5"
"R_2YDOyJz3gZonzPA","1002","4"
"R_3sbOpblEe8pU6o6","1002","5"
"R_2YeUKJEexf2LTVF","1002","3"
"R_2aOCHxUPcad47bl","1002","1"
"R_3fpKUNCEk714jiI","1002","2"
"R_3kHbj2Eo9RNY6zL","1002","2"
"R_x6qSt5v61XIrvVL","1002","4"
"R_3PaTpGLtoAStfPM","1002","5"
"R_3HuksgWMOcC1FpI","1002","1"
"R_wSgr8xmjv5ySR5D","1002","3"
"R_pFqpV4iDp9cHyb7","1002","3"
"R_086ljRAKwnbGked","1002","5"
"R_2CKwCVoWoChjqU2","1002","1"
"R_1gMztnmHzsRgTaR","1002","5"
"R_2SlCbE9LIiPPKi8","1002","5"
"R_eaMMadxLgRxjHOx","1002","5"
"R_3jUmpvMqMalC1cE","1002","2"
"R_2YEVOhGeTkrgmZs","1002","4"
"R_xhzQU279Stajgvn","1002","2"
"R_8jNtdZat0zRFe3D","1002","3"
"R_2saPkRNcB91B0Pe","1002","1"
"R_1N36X3MtFmsTIpC","1002","1"
"R_2f1CIQgAkesM4jt","1002","1"
"R_23WdwLP8QPXgJrM","1002","4"
"R_1q4CcPOKiu27a4Z","1002","2"
"R_WwfnRocLCpxLuGB","1002","3"
"R_AO5RJlMBuK2RugN","1002","3"
"R_Xt9hKaKIWMTJfXP","1002","1"
"R_3dWkGx4V9fdKPZy","1002","2"
"R_3KUSEmQaIlWMV4J","1002","3"
"R_2zwq28QlAk5RYFj","1002","1"
"R_2ardqNmF66cHCL8","1002","1"
"R_1dgAOye0k1mBcDW","1002","5"
"R_2aEOlbRXvEoS2kJ","1002","1"
"R_5BCE6c129yRAYO5","1002","1"
"R_2w5cJLcB8c1fTyY","1002","2"
"R_UQjWPAVRyyzeIp3","1002","1"
"R_RRjbYVaTer8j6DL","1002","5"
"R_OHYhy1Bx6HINTiN","1002","5"
"R_3ewATPoqtIE55aH","1002","1"
"R_3s6Q5zURahR22Cs","1002","4"
"R_xhzrO6BH780vUgV","1002","3"
"R_2tJ7XoE4hse7Vuy","1002","2"
"R_e3UXQ2aKFKq6MmZ","1002","5"
"R_8vxf8J0OESsXb49","1002","5"
"R_cU36V3brO4Zsizf","1002","1"
"R_7ZFKMYds6OlizrH","1002","1"
"R_2us1egPpm2ErsLK","1002","1"
"R_2aWfR40uRVJVuox","1002","2"
"R_3gZr4CcOV8MLFr6","1002","3"
"R_2V9jx8btxYwqsz6","1002","4"
"R_3HiPmk62I1f6oob","1002","5"
"R_3O9AIC8zvJohgnv","1002","5"
"R_1dFCKFvaMo3lqA2","1002","5"
"R_1iqWJLSLGqNDe8I","1002","2"
"R_3dQjVi7BebZC1wy","1002","4"
"R_2XdL8LuZ4hzZ5dz","1002","1"
"R_6eVoEuHovxiPATT","1002","1"
"R_1BUXUs3DAqse2zs","1002","2"
"R_wUl5h0fRItJISBz","1002","1"
"R_238oU0PTBGEVo7T","1002","2"
"R_2drPDwOOrvIn0zL","1002","3"
"R_5mBNH6Fqg1fB625","1002","3"
"R_2ANIDjRrsL8XK4K","1002","2"
"R_2VD3JBXCSWvPYq7","1002","1"
"R_2V9iZ528Ir1dP3K","1002","5"
"R_WCclltwEg5Cs2hX","1002","4"
"R_3MKiyvKypIsux7d","1002","5"
"R_6XY5vQeu1rE3iEl","1002","2"
"R_3EL3ZlshFJFzlWd","1002","4"
"R_xg8Qed3CaNfVIxb","1002","2"
"R_3QM2zdFzuDJALyI","1002","1"
"R_3PY7liURl7hH2tJ","1002","4"
"R_1IyqFscUNcJQDxo","1002","5"
"R_3nkJRpTfNm7MUDl","1002","2"
"R_3Rlr0tBhk0OOjXB","1002","1"
"R_3nBi4b21Uv3bvwv","1002","1"
"R_d6HnLUDVp3bS1k5","1002","3"
"R_4JbgPrDI3HH9yJb","1002","3"
"R_20SahU14ZmmHhU4","1002","1"
"R_1cXL7HMGvMnqSKk","1002","2"
"R_2cvFalcTLU5Aq4k","1002","2"
"R_27PejJioAp30qUu","1002","1"
"R_tKXQnehiWoNonW9","1002","2"
"R_eh9IeLY2h1FYDEB","1002","1"
"R_1n0jzZj8kuOPvmX","1002","1"
"R_Rr97IcJXKHyWatz","1002","5"
"R_AafdDtzCHqAglrz","1002","3"
"R_1pWnstk0I2bObp3","1002","1"
"R_0j6riWH49Kx2fap","1002","3"
"R_2eVaQ1EmO1t5IHJ","1002","2"
"R_1JDtRo0OWUMkOYU","1002","3"
"R_1E0PorUSYnW1Lz6","1002","1"
"R_1HnIGNdvOo7GSRT","1002","2"
"R_805L8oiZOTU7enf","1002","1"
"R_2wglVaAdTNOMxTs","1002","3"
"R_VWmkWIU4OpXJtlf","1002","3"
"R_3sz8OEb28LxfELx","1002","4"
"R_3oBzfJOQp2SWPO9","1002","1"
"R_1eWPm4puqESs6ot","1002","2"
"R_ZdTJK5wfatuid5D","1002","4"
"R_1HkoFyMLhcszh0H","1002","1"
"R_cJ7skI1aW57l7uV","1002","4"
"R_24k3Yukd8z46WcK","1002","4"
"R_27fbeKIqhSVKYuE","1002","1"
"R_2wTV7UGg6NZxFYJ","1002","3"
"R_uek8fls1fxqLFuh","1002","4"
"R_27UqlZsT9axOeTV","1002","2"
"R_240FOR2feVkiXYh","1002","2"
"R_1eJeJlEDNX5ILIU","1002","3"
"R_28TH0PvSrBDeGW7","1002","2"
"R_USYgbUy7yRvm3iV","1002","5"
"R_2sZa3NXWFx1C1XG","1002","5"
"R_2D6PBk8WydquXnE","1002","2"
"R_2rOcHuW2Vup7DBL","1002","2"
"R_UyC5dJl9Ja3mQa5","1002","5"
"R_3DngiGlYBw3Qj4G","1002","1"
"R_2Xdr4dvhbAIlbj4","1002","1"
"R_1kFaiOgNQdaWQmN","1002","2"
"R_2ttZHvc87N3LanL","1002","1"
"R_Y3olXrCTd6kMfCh","1002","2"
"R_2dikdjfePGGH0m1","1002","4"
"R_OHB6U9lmuH1nzSF","1002","3"
"R_3L208JESOAhdDTJ","1002","3"
"R_3f61azLlq7pJJGp","1002","2"
"R_1H6UT2AYBARwtJD","1002","2"
"R_1oheZlnPwegDQH1","1002","4"
"R_2y1PCwH8Gkdncan","1002","1"
"R_2dmvc9rzdKXj7Ps","1002","1"
"R_2UgcV6ErI9DFTDu","1002","3"
"R_1q89QdOX9utO22w","1002","1"
"R_1ocmSsYrZplEMDq","1002","1"
"R_3PMhAhA6IYtNb8V","1002","4"
"R_28UuKLYnE6utXUY","1002","1"
"R_3Mio5EwovGitPKz","1002","1"
"R_2wh8cdou5NaFMkm","1002","2"
"R_1LG3acqgj62dWS6","1002","1"
"R_1ONALAkybVIcmpY","1002","3"
"R_2uL3yzvoq0QyVWz","1002","4"
"R_3M0xesR0h34PKS3","1002","1"
"R_1g2cUOAaaX4Upm8","1002","1"
"R_3HuhCOpNPhf2IEo","1002","5"
"R_29oza8lGJg88hav","1002","2"
"R_2y9GgGOJxbfjpB3","1002","2"
"R_1n0EdNxbyvM7Mkh","1002","4"
"R_2usnngobMGN0Mbp","1002","1"
"R_xE3cp6cK1u79Lsl","1002","5"
"R_2rutq9MR7YXbwxR","1002","5"
"R_e2Sm2CB0P7u0pJT","1002","5"
"R_2VJjIiqOtmeRJrf","1002","2"
"R_2zuSLyrcNrW4jAc","1002","1"
"R_xrcQRdxH7xk3Hq1","1002","1"
"R_8fdRLOdPZRcWCn7","1002","3"
"R_31d6hrQVMD3juMw","1002","5"
"R_vYUfKz6l963St9v","1002","5"
"R_25THSvW5eF3vP5k","1002","3"
"R_3rqnrv89Utn7Kil","1002","3"
"R_1N9u5xEPDKVmUVE","1002","3"
"R_3ergxg4gvJ5DiuM","1002","1"
"R_2coW6HIAS4fwtIy","1002","3"
"R_24jbywiWgphmOM2","1002","1"
"R_yO9afj4I7SGVHjz","1002","5"
"R_PBYeUutDD2QcmRP","1002","5"
"R_1QAi0QUGplrfEbR","1002","2"
"R_1hQIJ8eBsjCVUJQ","1002","4"
"R_V564OaC0dFVWCZ3","1002","1"
"R_3kk0QLj9peRWVDe","1002","1"
"R_3QDyrPK2bTBv9W0","1002","1"
"R_2axJtswPN9uv6fu","1002","3"
"R_3QK13Gj0FQtGgsf","1002","5"
"R_3pnj5yDkrv0tsYJ","1002","3"
"R_30riYup7SWAr4Ub","1002","1"
"R_3EMYEyxq5psLAb8","1002","4"
"R_3iw2KJoQPvwQxkD","1002","2"
"R_Om8ex3Zkech1xYJ","1002","2"
"R_3oARy18bTe7vawc","1002","1"
"R_e4IEo65glxfePsd","1002","5"
"R_8j1b7uIezQhoSbL","1002","2"
"R_2eWgaezrU1WPqyh","1002","4"
"R_1jVVP2rUFfY5wZy","1002","2"
"R_4PbUAfUYXWvcjst","1002","3"
"R_3LXUG6hVrNbIb5q","1002","1"
"R_28P5ugQmk1hkevI","1002","4"
"R_3xWhGIF1AZERLnX","1002","4"
"R_1hXcfAaX9RhRKHF","1002","4"
"R_1OK7AKg0NLQH0xX","1002","1"
"R_2DY3aSfGvLzVpi5","1002","1"
"R_1JXSYALWTSUrQf3","1002","3"
"R_qQTsT6NX1jdU2bv","1002","1"
"R_3Pdlr36q5neTuVm","1002","3"
"R_1GQ4y5iqeC3aP58","1002","3"
"R_2tLFV0QDpBEG0l2","1002","2"
"R_2TGdMKR5vybuYCx","1002","1"
"R_2S9o4X7Af3JfgKy","1002","5"
"R_3Hud4Ydp90Fw2S4","1002","1"
"R_oYPRvbvBVrncZIR","1002","3"
"R_2Xhxuxa50uoyUn8","1002","1"
"R_2YkUruvBXuKEIBC","1002","2"
"R_3HklMHJeVPXq8HC","1002","4"
"R_1IiKS7tPrf3H2H0","1002","1"
"R_3qmIZb9cTz6h1wW","1002","1"
"R_1N3cCUBmeIOyiNh","1002","2"
"R_UaQh74ndiyrNGrD","1002","3"
"R_2dF81MSCxPvfq8z","1002","1"
"R_2SGqjbW2o0pTkpx","1002","1"
"R_2E0Oqjlf2tS2nO6","1002","2"
"R_sNG9AlRwXnV6Z4l","1002","5"
"R_27WFYpvO4vNnGn8","1002","5"
"R_2dZ8LQhmxN61FxR","1002","4"
"R_3ExQm4ZSvFR8TSH","1002","1"
"R_3ltksCxJRRuGBFf","1002","2"
"R_1NDN8oPm4bt6J0p","1002","2"
"R_sHaxtW2zpYZFCoh","1002","1"
"R_3jYCZjQp7IqFK5U","1002","3"
"R_2qrZuwTKGpJepmx","1002","2"
"R_1Fx4vAz0jJefs2B","1002","2"
"R_1jkoXnXFDNmFdsa","1002","1"
"R_3MF4URLH1ZRgcEb","1002","3"
"R_1l6pUPTxPVHLjuR","1002","3"
"R_1FwHjOxAngfQvMz","1002","3"
"R_1QAxPk9ooMCXUzP","1002","1"
"R_5aQr5bKVRNQNCKJ","1002","4"
"R_3JIaga5DOVs2sgc","1002","1"
"R_0C9uizDiNy0qljz","1002","5"
"R_233j1vdOnjlyUeN","1002","1"
"R_1omYEjVXXZFNK9R","1002","4"
"R_6JXZ663lYXcdlHb","1002","1"
"R_2s72VrhKoPnMUvz","1002","1"
"R_3O0UAN17h4AhWjU","1002","4"
"R_12RQBn28xz7468v","1002","1"
"R_TqmozH7HqG6Zhw5","1002","2"
"R_WqBkLG9CVNRe9tn","1002","5"
"R_3JkO91lelIEFMMw","1002","3"
"R_3GDQMj9hzrzzSuy","1002","1"
"R_1H0HAo7JrTSTjlU","1002","5"
"R_2WSkDBYAqR7sz8x","1002","1"
"R_2b2ehz1GToQtSrU","1002","2"
"R_1N4bU5ZlEUAUlW0","1002","5"
"R_3MM9Eszj80h99Vt","1002","4"
"R_12r0AJzBXHwIpnI","1002","2"
"R_OlGpDVXprnQmYdX","1002","5"
"R_O40hzBjmEoeDGAV","1002","5"
"R_1HblSep5cTqrNU7","1002","4"
"R_2CIhhByLkihmdAm","1002","2"
"R_2axA9C4pas7FNe3","1002","2"
"R_3fCYhjxWhqSEqrR","1002","2"
"R_1pYc4h14CbdSKF6","1002","5"
"R_W23lV4j6Q4wvle1","1002","2"
"R_2TC5CMMKbpo1bdn","1002","1"
"R_1FFduoHDrQA83OB","1002","1"
"R_2RPyVRREDagISXS","1002","5"
"R_2tJbwb6T0pj4pS4","1002","2"
"R_D1TCyFwEJnJgndf","1002","1"
"R_1IYtteHZRZslKRu","1002","3"
"R_28AiVdcWSER5fbA","1002","1"
"R_3CBkIO3tplhjXD6","1002","2"
"R_3kNSScpLJDLtc3P","1002","3"
"R_6h7FFpS9aMDAXFn","1002","1"
"R_1DpcSeQFYHJO6Ni","1002","2"
"R_9SOsnCxLqxallcJ","1002","2"
"R_RlcDxzwn2oJ4XzH","1002","1"
"R_eRFRlDHyB0UyVMd","1002","1"
"R_aVKHS6QQ8guy6Xf","1002","1"
"R_1oIjCl53DcGIPTF","1002","4"
"R_2afeSq0oEZOF9tv","1002","3"
"R_OvSsJGlp4mCOUZb","1002","1"
"R_2zYFOIJiXAFhHpI","1002","3"
"R_1n8FmFejAQKNeCn","1002","1"
"R_2V2cYUUFZvIaWIZ","1002","5"
"R_xa7ol6N76hnLUqZ","1002","1"
"R_2xE2ccGB4cVFICr","1002","3"
"R_2YArwIJvsMGM1nx","1002","4"
"R_ZekQ2MS881SIYa5","1002","2"
"R_3Ep1Q2go5u654B5","1002","3"
"R_2rTxeOAPoL3c7Kr","1002","3"
"R_10q6jzCbL3fqckl","1002","3"
"R_1JX94wcajvm4hLd","1002","1"
"R_3h0H0cLXZfL9od7","1002","1"
"R_24o1lOrb48WCX0o","1002","3"
"R_a9K8j6LJOLm1A53","1002","5"
"R_31MlD0JhS5gQ4n6","1002","1"
"R_1DqYabtLgx9OcpJ","1002","2"
"R_8ew3LbRFH5bWeDn","1002","5"
"R_3Rn2AYwCD6uHHGg","1002","1"
"R_1ODmSNwtyAXoT9f","1002","4"
"R_cwFZEHJ2Hl0d561","1002","1"
"R_cLJSwkJLPQ7Agox","1002","2"
"R_1Nn3aOPPAQT7Z8a","1002","2"
"R_28BONKcupjwkJEe","1002","1"
"R_OrMoHwplKUDOh0t","1002","3"
"R_10TT3teHdZIGd4E","1002","1"
"R_3svsosDqL6zy8BG","1002","1"
"R_2ZQyZP9X9PAuKSt","1002","5"
"R_1ewO7qdcJXXXjpb","1002","5"
"R_27yutjL2tO3YHKm","1002","1"
"R_2VqjpRXjOTOVm3f","1002","1"
"R_2s551bRAhNXM5I1","1002","3"
"R_1Cxqt9snVF7pzra","1002","2"
"R_ef9StepZ9W5p8tD","1002","4"
"R_2ctGdGadZ6yPelT","1002","3"
